date,Central bank liquidity swaps,"Commercial paper held by Commercial Paper Funding Facility LLC, book value (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 15 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 16 days to 90 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 91 days to 1 year (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, face value (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 15 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 16 days to 90 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 91 days to 1 year (Post 2020-04-14)",Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program) Maturing within 16 days to 90 days (Effective 2020-06-01),"Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Book Value (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing over 1 year to 5 years (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 15 days (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 91 days to 1 year (Effective 2020-06-01)",Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Bank Term Funding Program, net","Credit extended to American International Group, Inc., Net","Money Market Mutual Fund Liquidity Facility (Post 2020-03-18, Through 2022-04-20)",Other credit extensions,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),"Primary dealer credit facility (Post 2020-03-17, Through 2022-04-20)",Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,"Loans held by TALF II LLC (Book Value), (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing over 1 year to 5 years (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 15 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 16 days to 90 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 91 days to 1 year (Effective 2020-06-16)",Payroll Protection Program Liquidity Facility,"Municipal notes held by Municipal Liquidity Facility LLC, Book  Value (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing over 1 year to 5 years (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 15 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 16 days to 90 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 91 days to 1 year (Effective 2020-06-10)","Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14, Through 2022-06-29)",Net portfolio holdings of Commercial Paper Funding Facility LLC,"Net portfolio holdings of Corporate Credit Facility LLC (Post 2020-05-13, Through 2022-12-28)",Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Net portfolio holdings of MS Facilities 2020 LLC (Main Street Lending Program) (Effective 2020-06-01),Net portfolio holdings of Municipal Liquidity Facility LLC (Effective 2020-05-26),Net portfolio holdings of TALF II LLC (Effective 2020-06-16),Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal"
2020-08-19,95780,30,0,30,0,0,0,0,0,0,472,472,0,0,0,0,0,10839,0,2818,0,693,39,0,2266,2266,2255,10,0,0,67800,1200,0,0,0,1200,8588,0,44480,0,37983,16089,10771,0,0,0,0,0,2197,1496,11037,0,46,26440,0,5200,0,2347,1977897,326044,36958,275707,3706835
2020-08-26,92140,30,0,30,0,0,0,0,0,0,855,855,0,0,0,0,0,9961,0,2704,0,243,38,0,2256,2256,2255,0,1,0,68158,1651,451,0,0,1200,8588,0,44604,0,38371,16541,10771,0,0,0,0,0,2197,1490,11037,0,45,25521,0,5200,0,2347,1949228,326044,37440,276906,3718169
2020-09-02,88967,30,0,30,0,0,0,0,0,0,1172,1172,0,0,0,0,0,9141,0,2956,0,243,32,0,2639,2639,2637,0,2,0,68090,1651,451,0,0,1200,8588,0,44756,0,38687,16542,11146,0,0,0,0,0,2190,1477,11037,0,55,25959,0,5200,0,2347,1949236,326044,38049,279915,3742629
2020-09-09,72069,30,0,30,0,0,0,0,0,0,1380,1380,0,0,0,0,0,7889,0,2710,0,243,31,0,2639,2639,2637,2,0,0,67489,1651,451,0,0,1200,8588,0,44790,0,38899,16543,11147,0,0,0,0,0,2190,1469,11037,0,74,29393,2,5200,0,2347,1949599,326044,38499,281116,3747962
2020-09-16,52274,30,0,30,0,0,0,0,0,0,1445,1445,0,0,0,0,0,7440,0,3036,0,258,33,0,2922,2922,2896,25,0,0,67181,1651,451,0,0,1200,8588,0,44923,0,38959,16544,11430,0,0,0,0,0,2191,1467,11037,0,61,30788,0,5200,0,2347,2005035,326044,39348,285918,3755695
2020-09-23,31950,30,0,30,0,0,0,0,0,0,1837,1837,0,0,0,0,0,7344,0,3359,0,233,41,0,2896,2896,2871,0,26,0,67254,1651,451,0,0,1200,8588,0,44972,0,39355,16546,11431,0,0,0,0,0,2195,1467,11037,0,59,32767,0,5200,0,2347,2024868,326044,39731,285918,3779831
2020-09-30,23895,30,30,0,0,0,0,0,0,0,2195,2195,0,0,0,0,0,7088,0,3437,0,233,42,0,3180,3180,3180,0,0,0,67573,1651,451,0,0,1200,8589,0,45042,0,39718,16547,11715,0,0,0,0,0,2201,1477,11037,0,72,30425,1000,5200,0,2347,1982775,326044,40220,288760,3790453
2020-10-07,15838,30,30,0,0,0,0,0,0,0,2553,2553,0,0,0,0,0,6292,0,2939,0,233,33,0,3127,3127,3127,0,0,0,66426,1651,451,0,0,1200,8590,0,45164,0,40076,16548,11715,0,0,0,0,0,2189,1481,11037,0,57,33599,1059,5200,0,2347,1982789,326044,40454,288760,3814590
2020-10-14,7478,0,0,0,0,0,0,0,0,0,3018,3018,0,0,0,0,0,6119,0,2769,0,193,12,0,3127,3127,3127,0,0,0,65577,1651,451,0,0,1200,8559,0,45300,0,40547,16549,11716,0,0,0,0,0,2194,1483,11037,0,101,36843,1000,5200,0,2347,2046839,326044,40919,291159,3826856
2020-10-21,7642,0,0,0,0,0,0,0,0,0,3358,3358,0,0,0,0,0,5740,0,3146,0,193,7,0,3159,3159,3159,0,0,0,64126,1651,451,0,0,1200,8559,0,45378,0,40893,16550,11762,0,0,0,0,0,2196,1482,11037,0,54,36944,1000,5200,0,2347,2047235,326044,41581,294761,3847392
2020-10-28,6799,0,0,0,0,0,0,0,0,0,3732,3732,0,0,0,0,0,5530,0,2790,0,243,1,0,3099,3099,3099,0,0,0,63899,1651,451,0,0,1200,8576,0,45477,0,41273,16551,11763,0,0,0,0,0,2199,1478,11037,0,59,37274,1000,5200,0,2347,2000305,326044,41918,295962,3863263
2020-11-04,7248,0,0,0,0,0,0,0,0,0,4140,4140,0,0,0,0,0,5504,0,2372,0,263,0,0,3675,3675,3675,0,0,0,61522,1651,451,0,0,1200,8559,0,45663,0,41683,16552,12266,0,0,0,0,0,2190,1481,11037,0,53,37993,1000,5200,0,2347,2000324,326044,42148,297163,3872732
2020-11-11,8036,0,0,0,0,0,0,0,0,0,4880,4880,0,0,0,0,0,5496,0,2317,0,263,0,0,3675,3675,3675,0,0,0,60102,1651,451,0,0,1200,8559,0,45692,0,42337,16553,12266,0,0,0,0,0,2195,1477,11037,0,73,41119,1000,5200,0,2347,2000368,326044,42258,297163,3887266
2020-11-18,7141,0,0,0,0,0,0,0,0,0,5433,5433,0,0,0,0,0,5242,0,2167,0,255,0,0,3600,3600,3600,0,0,0,57523,1651,451,0,0,1200,8557,0,45838,0,42894,16554,12293,0,0,0,0,0,2197,1504,11037,0,53,27289,1000,5200,0,2347,2051176,326044,42613,299562,3916204
2020-11-25,7845,0,0,0,0,0,0,0,0,0,5904,5904,0,0,0,0,0,5192,0,2428,0,240,0,0,3587,3587,3587,0,0,0,56003,1651,451,0,0,1200,8557,0,45982,0,43371,16555,12294,0,0,0,0,0,2198,1522,11037,0,95,27562,1000,5200,0,2347,2003592,326044,43059,303162,3934315
2020-12-02,8449,0,0,0,0,0,0,0,0,0,6308,6308,0,0,0,0,0,4492,0,1992,0,250,0,0,3548,3548,3548,0,0,0,54879,1454,451,0,0,1003,8563,0,46078,0,43783,16556,12118,0,0,0,0,0,2192,1514,11037,0,74,26631,1000,5200,0,2347,2003621,326044,43158,304826,3940382
2020-12-09,9565,0,0,0,0,0,0,0,0,0,7333,7333,0,0,0,0,0,4449,0,1952,0,250,0,0,3655,3655,3655,0,0,0,52776,1454,451,0,0,1003,8557,0,46138,0,44821,16359,12463,0,0,0,0,0,2199,1541,11037,0,80,29762,1000,5200,0,2347,2003656,326044,43415,308426,3952652
2020-12-16,10048,0,0,0,0,0,0,0,0,0,10007,10007,0,0,0,0,0,4449,0,1871,0,350,0,0,3458,3458,3458,0,0,0,52139,6361,5358,0,0,1003,8557,0,46286,0,47515,21267,12464,0,0,0,0,0,2201,1560,11037,0,78,31761,1000,5200,0,2347,2079093,326044,43448,308426,3984922
2020-12-23,16833,0,0,0,0,0,0,0,0,0,14597,14597,0,0,0,0,0,4212,0,2134,0,485,0,0,3656,3656,3656,0,0,0,50930,6361,5358,0,0,1003,8557,0,46410,0,52154,21275,12663,0,0,0,0,0,2206,1570,11037,0,61,33718,1000,5200,0,2347,2086574,326044,43621,312024,4001192
2020-12-30,17883,0,0,0,0,0,0,0,0,0,16481,16481,0,0,0,0,0,3621,0,1735,0,485,0,0,3552,3552,3552,0,0,0,50860,6283,5358,0,0,925,8557,0,46532,0,54073,21278,12664,0,0,0,0,0,2222,1562,11037,0,82,33906,1000,5200,0,2347,2039468,326044,43654,312024,4007193
2021-01-06,16911,0,0,0,0,0,0,0,0,0,16552,16552,0,0,0,0,0,2496,0,1485,0,485,0,0,3552,3552,3552,0,0,0,49750,6283,5358,0,0,925,8557,0,26371,0,54155,11680,6676,0,0,0,0,0,2207,1563,11037,0,65,34143,1000,5200,0,2347,2039469,326044,43625,314307,4015445
2021-01-13,11150,0,0,0,0,0,0,0,0,0,16600,16600,0,0,0,0,0,1918,0,1514,0,485,0,0,3438,3438,3438,0,0,0,48235,6283,5358,0,0,925,8557,0,26310,0,33282,11605,6677,0,0,0,0,0,2210,1572,11037,0,93,37297,1000,5200,0,2347,2039542,326044,43800,317909,4035981
2021-01-20,10909,0,0,0,0,0,0,0,0,0,16590,16590,0,0,0,0,0,1905,0,2049,0,485,0,0,3352,3352,3352,0,0,0,47408,6283,5358,0,0,925,8557,0,26311,0,33290,11608,6678,0,0,0,0,0,2210,1574,11037,0,102,37303,1000,5200,0,2347,2099849,326044,42859,313218,4061431
2021-01-27,9567,0,0,0,0,0,0,0,0,0,16544,16544,0,0,0,0,0,1905,0,1989,0,485,0,0,3343,3343,3343,0,0,0,46718,6203,5358,0,0,845,8558,0,26300,0,33301,11611,6678,0,0,0,0,0,2213,1578,11037,0,74,37599,1000,5200,0,2347,2069769,326044,42876,315619,4081568
2021-02-03,8679,0,0,0,0,0,0,0,0,0,16546,16546,0,0,0,0,0,1802,0,1675,0,520,0,0,2717,2717,2717,0,0,0,46867,6203,5358,0,0,845,8558,0,26290,0,33311,11613,6404,0,0,0,0,0,2205,1569,11037,0,73,38383,1000,5200,0,2347,2069789,326044,42972,318021,4085037
2021-02-10,8463,0,0,0,0,0,0,0,0,0,16549,16549,0,0,0,0,0,1729,0,1630,0,510,0,0,2613,2613,2613,0,0,0,48509,6203,5358,0,0,845,8558,0,26274,0,33321,11536,6405,0,0,0,0,0,2210,1565,11037,0,103,41576,800,5200,0,2347,2069790,326044,43263,320422,4109172
2021-02-17,8165,0,0,0,0,0,0,0,0,0,16548,16548,0,0,0,0,0,1729,0,1755,0,265,0,0,2593,2593,2593,0,0,0,50271,6203,5358,0,0,845,8556,0,26240,0,33265,11538,6405,0,0,0,0,0,2044,1562,11037,0,69,26992,500,5200,0,2347,2170562,326044,43348,320422,4134243
2021-02-24,6765,0,0,0,0,0,0,0,0,0,16548,16548,0,0,0,0,0,1630,0,2092,0,265,0,0,2593,2593,2593,0,0,0,52334,6203,5358,0,0,845,8556,0,26194,0,30958,11541,6406,0,0,0,0,0,1968,1551,11037,0,636,29039,500,5200,0,2347,2180678,326044,43728,324023,4150779
2021-03-03,4863,0,0,0,0,0,0,0,0,0,16530,16530,0,0,0,0,0,694,0,1738,0,255,0,0,2336,2336,2336,0,0,0,53388,6203,5358,0,0,845,8556,0,26135,0,30968,11545,5647,0,0,0,0,0,1914,1545,11037,0,62,26771,500,5200,0,2347,2133400,326044,44163,326422,4170650
2021-03-10,2774,0,0,0,0,0,0,0,0,0,16529,16529,0,0,0,0,0,594,0,1355,0,230,0,0,2270,2270,2270,0,0,0,54122,6203,5358,0,845,0,8556,0,26027,0,30978,11548,5648,0,0,0,0,0,1916,1540,11037,0,63,29915,500,5200,0,2347,2133436,326044,44553,327623,4190787
2021-03-17,790,0,0,0,0,0,0,0,0,0,16536,16536,0,0,0,0,0,588,0,851,0,145,0,0,2227,2227,2227,0,0,0,55580,6203,5358,0,845,0,8563,0,26010,0,30940,11550,5648,0,0,0,0,0,1918,1534,11037,0,58,32423,0,5200,0,2347,2221429,326044,44910,327623,4213056
2021-03-24,832,0,0,0,0,0,0,0,0,0,16530,16530,0,0,0,0,0,516,0,1054,0,25,0,0,2227,2227,2227,0,0,0,57387,6058,5358,0,700,0,8556,0,26023,0,30945,11553,5649,0,0,0,0,0,1919,1516,11037,0,45,34089,0,5200,0,2347,2234807,326044,45644,331223,4218391
2021-03-31,2510,0,0,0,0,0,0,0,0,0,16520,16520,0,0,0,0,0,200,0,828,0,25,0,0,2135,2135,2135,0,0,0,60135,6058,5358,300,400,0,8556,0,26034,0,30953,11556,5282,0,0,0,0,0,1923,1484,11037,0,57,31246,0,5200,0,2347,2184683,326044,46083,334757,4235393
2021-04-07,868,0,0,0,0,0,0,0,0,0,16457,16457,0,0,0,0,0,0,0,709,0,25,0,0,2101,2101,2101,0,0,0,62080,6058,5358,300,400,0,8556,0,25937,0,30962,11413,5283,0,0,0,0,0,1913,1458,11037,0,44,34417,0,5200,0,2347,2184684,326044,46570,334757,4251662
2021-04-14,795,0,0,0,0,0,0,0,0,0,16436,16436,0,0,0,0,0,0,0,743,0,25,0,0,1872,1872,1872,0,0,0,64334,5758,5358,0,400,0,8556,0,25959,0,30970,11416,5283,0,0,0,0,0,1916,1428,11037,0,55,37688,0,5200,0,2347,2249019,326044,47298,337158,4262999
2021-04-21,673,0,0,0,0,0,0,0,0,0,16370,16370,0,0,0,0,0,0,0,1084,0,0,0,0,1840,1840,1840,0,0,0,68212,5758,5358,0,400,0,8556,0,25975,0,30892,11418,5283,0,0,0,0,0,1918,1399,11037,0,63,37945,0,5200,0,2347,2246989,326044,46973,330215,4297074
2021-04-28,703,0,0,0,0,0,0,0,0,0,16366,16366,0,0,0,0,0,0,0,731,0,0,0,0,1833,1833,1833,0,0,0,72394,5758,5358,0,400,0,8556,0,25970,0,30895,11121,5284,0,0,0,0,0,1925,1384,11037,0,75,38115,0,5200,0,2347,2191305,326044,47691,332616,4308411
2021-05-05,653,0,0,0,0,0,0,0,0,0,16365,16365,0,0,0,0,0,0,0,545,0,0,0,0,1745,1745,1745,0,0,0,76453,5758,5358,0,400,0,8556,0,25996,0,30659,11123,4922,0,0,0,0,0,1914,1311,11037,0,64,39079,0,5200,0,2347,2191325,326044,48277,336054,4330043
2021-05-12,587,0,0,0,0,0,0,0,0,0,16350,16350,0,0,0,0,0,0,0,581,0,0,0,0,1733,1733,1733,0,0,0,79922,5508,5358,0,150,0,8556,0,25901,0,30668,11125,4922,0,0,0,0,0,1918,1288,11037,0,54,42239,1,5200,0,2347,2191325,326044,49050,339656,4339645
2021-05-19,652,0,0,0,0,0,0,0,0,0,16342,16342,0,0,0,0,0,0,0,661,0,0,2,0,1679,1679,1679,0,0,0,82635,5508,5358,0,150,0,8554,0,25966,0,30550,11127,4922,0,0,0,0,0,1919,1270,11037,0,55,27850,0,5200,0,2347,2277561,326044,49740,340855,4355182
2021-05-26,678,0,0,0,0,0,0,0,0,0,16336,16336,0,0,0,0,0,0,0,633,0,0,3,0,1676,1676,1676,0,0,0,84258,5508,5358,150,0,0,8554,0,26037,0,30559,10879,4923,0,0,0,0,0,1920,1259,11037,0,72,26830,46,5200,0,2347,2244265,326044,50471,342856,4367786
2021-06-02,513,0,0,0,0,0,0,0,0,0,16320,16320,0,0,0,0,0,0,0,578,0,0,9,0,1675,1675,1675,0,0,0,84389,5508,5358,150,0,0,8554,0,25963,0,30567,10882,4761,0,0,0,0,0,1911,1240,11037,0,74,27131,0,5200,0,2347,2244270,326044,51133,342856,4398990
2021-06-09,516,0,0,0,0,0,0,0,0,0,16298,16298,0,0,0,0,0,0,0,502,0,0,9,0,1675,1675,1675,0,0,0,87069,5358,5358,0,0,0,8554,0,25856,0,30576,10734,4762,0,0,0,0,0,1918,1243,11037,0,50,30295,0,5200,0,2347,2244270,326044,52221,346058,4405568
2021-06-16,500,0,0,0,0,0,0,0,0,0,16292,16292,0,0,0,0,0,0,0,584,0,0,9,0,1628,1628,1628,0,0,0,86591,5358,5358,0,0,0,8554,0,25844,0,30529,10736,4762,0,0,0,0,0,1917,1238,11037,0,63,33252,0,5200,0,2347,2328124,326044,53096,347259,4427372
2021-06-23,483,0,0,0,0,0,0,0,0,0,16263,16263,0,0,0,0,0,0,0,461,0,0,14,0,1628,1628,1628,0,0,0,87129,4982,4982,0,0,0,8554,0,25863,0,30538,10738,4762,0,0,0,0,0,1917,1236,11037,0,52,34558,0,5200,0,2347,2354155,326044,54170,349258,4433973
2021-06-30,568,0,0,0,0,0,0,0,0,0,16201,16201,0,0,0,0,0,0,0,477,0,0,23,0,1622,1622,1622,0,0,0,90626,4771,4373,397,0,0,0,0,25902,0,30547,10740,4689,0,0,0,0,0,1929,1233,11037,0,66,31827,0,5200,0,2347,2319637,326044,55107,352886,4449349
2021-07-07,521,0,0,0,0,0,0,0,0,0,16191,16191,0,0,0,0,0,0,0,406,0,0,20,0,1622,1622,1622,0,0,0,88376,4373,4373,0,0,0,0,0,25931,0,30555,10742,4689,0,0,0,0,0,1880,1235,11037,0,113,35088,0,5200,0,2347,2319637,326044,55845,352886,4466950
2021-07-14,476,0,0,0,0,0,0,0,0,0,16177,16177,0,0,0,0,0,0,0,386,0,0,16,0,1483,1483,1483,0,0,0,87859,4373,4373,0,0,0,0,0,22641,0,30564,9758,4689,0,0,0,0,0,1874,1243,11037,0,66,38398,0,5200,0,2347,2402362,326044,56887,354887,4484752
2021-07-21,475,0,0,0,0,0,0,0,0,0,16175,16175,0,0,0,0,0,0,0,554,0,0,16,0,1481,1481,1481,0,0,0,86278,4373,4373,0,0,0,0,0,22648,0,30439,9760,4690,0,0,0,0,0,1867,1248,11037,0,53,38523,0,5200,0,2347,2422177,326044,55972,346944,4514027
2021-07-28,476,0,0,0,0,0,0,0,0,0,16158,16158,0,0,0,0,0,0,0,472,0,0,16,0,1479,1479,1479,0,0,0,85000,4373,4373,0,0,0,0,0,22654,0,30445,9761,4690,0,0,0,0,0,1766,1251,11037,0,78,38626,0,5200,0,2347,2384779,326044,56922,348943,4531831
2021-08-04,478,0,0,0,0,0,0,0,0,0,16152,16152,0,0,0,0,0,0,0,268,0,0,17,0,1479,1479,1479,0,0,0,83640,4373,4373,0,0,0,0,0,22659,0,30567,9763,4513,0,0,0,0,0,1677,1253,11037,0,108,39760,0,5200,0,2347,2384785,326044,57815,350142,4543634
2021-08-11,492,0,0,0,0,0,0,0,0,0,16136,16136,0,0,0,0,0,0,0,289,0,0,17,0,1470,1470,1470,0,0,0,82194,4373,4373,0,0,0,0,0,17114,0,30575,9764,4513,0,0,0,0,0,1665,1250,11037,0,76,42988,0,5200,0,2347,2384785,326044,58670,350142,4568639
2021-08-18,488,0,0,0,0,0,0,0,0,0,16115,16115,0,0,0,0,0,0,0,291,0,0,28,0,1469,1469,1469,0,0,0,80489,4373,4373,0,0,0,0,0,17116,0,30534,9766,4513,0,0,0,0,0,1663,1239,11037,0,70,27652,0,5200,0,2347,2465638,326044,59821,353344,4584442
2021-08-25,326,0,0,0,0,0,0,0,0,0,16064,16064,0,0,0,0,0,0,0,278,0,0,28,0,1461,1461,1461,0,0,0,77788,4373,4373,0,0,0,0,0,17116,0,30543,9768,4514,0,0,0,0,0,1592,1239,11037,0,82,26449,0,5200,0,2347,2438067,326044,60939,355345,4604044
2021-09-01,336,0,0,0,0,0,0,0,0,0,16059,16059,0,0,0,0,0,0,0,338,0,0,29,0,1461,1461,1461,0,0,0,74441,4373,4373,0,0,0,0,0,17117,0,30550,9769,4511,0,0,0,0,0,1596,1226,11037,0,92,27016,0,5200,0,2347,2438068,326044,61832,357551,4620243
2021-09-08,329,0,0,0,0,0,0,0,0,0,16057,16057,0,0,0,0,0,0,0,245,0,0,25,0,1461,1461,1461,0,0,0,72697,4373,4373,0,0,0,0,0,17117,0,30558,9771,4512,0,0,0,0,0,1582,1214,11037,0,80,30177,0,5200,0,2347,2438068,326044,62303,357551,4626844
2021-09-15,329,0,0,0,0,0,0,0,0,0,16023,16023,0,0,0,0,0,0,0,243,0,0,25,0,1460,1460,1460,0,0,0,69906,4373,4373,0,0,0,0,0,12308,0,30437,9772,4512,0,0,0,0,0,1590,1209,11037,0,57,32321,0,5200,0,2347,2514156,326044,63030,359552,4643247
2021-09-22,336,0,0,0,0,0,0,0,0,0,15967,15967,0,0,0,0,0,0,0,382,0,0,30,0,1460,1460,1460,0,0,0,64462,4373,4373,0,0,0,0,0,12307,0,30441,9774,4512,0,0,0,0,0,1587,1202,11037,0,70,34456,0,5200,0,2347,2536557,326044,63729,362754,4660848
2021-09-29,340,0,0,0,0,0,0,0,0,0,15931,15931,0,0,0,0,0,0,0,606,0,0,31,0,1456,1456,1456,0,0,0,60789,4373,4373,0,0,0,0,0,515,0,30449,9776,4513,0,0,0,0,0,1550,1203,11037,0,55,34154,0,5200,0,2347,2494684,326044,64206,362754,4678052
2021-10-06,328,0,0,0,0,0,0,0,0,0,15910,15910,0,0,0,0,0,0,0,389,0,0,25,0,1456,1456,1456,0,0,0,57714,4373,4373,0,0,0,0,0,515,0,30457,9777,4495,0,0,0,0,0,1539,1208,11037,0,56,35157,0,5200,0,2347,2494749,326044,64824,366441,4691968
2021-10-13,333,0,0,0,0,0,0,0,0,0,15911,15911,0,0,0,0,0,0,0,418,0,0,18,0,1456,1456,1456,0,0,0,55000,4373,4373,0,0,0,0,0,515,0,30465,9779,4495,0,0,0,0,0,1547,1200,11037,0,125,38332,0,5200,0,2347,2494759,326044,65067,367642,4707171
2021-10-20,336,0,0,0,0,0,0,0,0,0,15918,15918,0,0,0,0,0,0,0,606,0,0,11,0,1409,1409,1409,0,0,0,52144,4373,4373,0,0,0,0,0,515,0,30285,9780,4495,0,0,0,0,0,1462,1205,11037,0,55,38926,0,5200,0,2347,2546932,326044,65609,369643,4737972
2021-10-27,323,0,0,0,0,0,0,0,0,0,15913,15913,0,0,0,0,0,0,0,605,0,0,12,0,1403,1403,1403,0,0,0,49930,4373,4373,0,0,0,0,0,515,0,30289,9782,4496,0,0,0,0,0,1465,1210,11037,0,55,38733,0,5200,0,2347,2527777,326044,65870,370842,4750574
2021-11-03,332,0,0,0,0,0,0,0,0,0,15898,15898,0,0,0,0,0,0,0,259,0,0,10,0,1386,1386,1386,0,0,0,48047,4373,4373,0,0,0,0,0,515,0,30507,9783,4490,0,0,0,0,0,1449,1202,11037,0,71,39843,0,5200,0,2347,2527824,326044,66557,372843,4767776
2021-11-10,328,0,0,0,0,0,0,0,0,0,15835,15835,0,0,0,0,0,0,0,449,0,0,10,0,1368,1368,1368,0,0,0,46471,4373,4373,0,0,0,0,0,515,0,30516,9785,4491,0,0,0,0,0,1455,1204,11037,0,72,43599,0,5200,0,2347,2593366,326044,66945,374042,4785576
2021-11-17,265,0,0,0,0,0,0,0,0,0,15823,15823,0,0,0,0,0,0,0,355,0,0,5,0,1368,1368,1368,0,0,0,43681,4228,4228,0,0,0,0,0,515,0,30466,9786,4491,0,0,0,0,0,1462,1199,11037,0,69,28430,0,5200,0,2347,2603431,326044,67184,374042,4806255
2021-11-24,268,0,0,0,0,0,0,0,0,0,15793,15793,0,0,0,0,0,0,0,315,0,0,5,0,1368,1368,1368,0,0,0,41934,4228,4228,0,0,0,0,0,2,0,29576,7953,2650,0,0,0,0,0,1444,1195,11037,0,109,31155,0,5200,0,2347,2609726,326044,67832,375793,4809232
2021-12-01,268,0,0,0,0,0,0,0,0,0,15772,15772,0,0,0,0,0,0,0,429,0,0,0,0,1360,1360,1360,0,0,0,40561,4228,4228,0,0,0,0,0,2,0,29584,7954,2626,0,0,0,0,0,1379,1187,11037,0,59,27807,1,5200,0,2347,2570884,326044,68274,377998,4819804
2021-12-08,272,0,0,0,0,0,0,0,0,0,15767,15767,0,0,0,0,0,0,0,378,0,0,0,0,1360,1360,1360,0,0,0,39307,4228,4228,0,0,0,0,0,2,0,29592,7956,2626,0,0,0,0,0,1383,1187,11037,0,82,31015,1,5200,0,2347,2570918,326044,69296,380800,4828030
2021-12-15,278,0,0,0,0,0,0,0,0,0,15851,15851,0,0,0,0,0,0,0,469,0,0,0,0,1360,1360,1360,0,0,0,37821,4228,4228,0,0,0,0,0,0,0,29393,7958,2626,0,0,0,0,0,1387,1195,11037,0,75,33479,0,5200,0,2347,2628130,326044,70138,380800,4861307
2021-12-22,265,0,0,0,0,0,0,0,0,0,15760,15760,0,0,0,0,0,0,0,733,0,0,0,0,1359,1359,1359,0,0,0,36350,4131,4131,0,0,0,0,0,0,0,29398,7959,2627,0,0,0,0,0,1396,1204,11037,0,62,35420,0,5200,0,2347,2649661,326044,71371,383200,4869208
2021-12-29,3341,0,0,0,0,0,0,0,0,0,15666,15666,0,0,0,0,0,0,0,640,0,0,0,0,1346,1346,1346,0,0,0,34312,4131,4131,0,0,0,0,0,0,0,29406,7864,2627,0,0,0,0,0,1402,1212,11037,0,59,34976,0,5200,0,2347,2615492,326044,72219,383200,4870809
2022-01-05,3340,0,0,0,0,0,0,0,0,0,15398,15398,0,0,0,0,0,0,0,370,0,0,0,0,1346,1346,1346,0,0,0,33487,4131,3358,482,291,0,0,0,0,0,29414,7865,2601,0,0,0,0,0,1400,1212,11037,0,56,35560,0,5200,0,2347,2615560,326044,73423,387010,4874800
2022-01-12,364,0,0,0,0,0,0,0,0,0,15380,15380,0,0,0,0,0,0,0,411,0,0,0,0,1346,1346,1346,0,0,0,32277,4131,3358,773,0,0,0,0,0,0,29423,7866,2601,0,0,0,0,0,1408,1228,11037,0,71,38869,1,5200,0,2347,2615567,326044,73976,387911,4896806
2022-01-19,266,0,0,0,0,0,0,0,0,0,15356,15356,0,0,0,0,0,0,0,469,0,0,0,0,1345,1345,1345,0,0,0,31138,3649,2907,291,451,0,0,0,0,0,28936,7868,2601,0,0,0,0,0,1417,1233,11037,0,81,40869,1,5200,0,2347,2686262,326044,72589,379498,4915211
