date,Central bank liquidity swaps,"Commercial paper held by Commercial Paper Funding Facility LLC, book value (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 15 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 16 days to 90 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 91 days to 1 year (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, face value (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 15 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 16 days to 90 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 91 days to 1 year (Post 2020-04-14)",Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program) Maturing within 16 days to 90 days (Effective 2020-06-01),"Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Book Value (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing over 1 year to 5 years (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 15 days (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 91 days to 1 year (Effective 2020-06-01)",Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Bank Term Funding Program, net","Credit extended to American International Group, Inc., Net","Money Market Mutual Fund Liquidity Facility (Post 2020-03-18, Through 2022-04-20)",Other credit extensions,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),"Primary dealer credit facility (Post 2020-03-17, Through 2022-04-20)",Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,"Loans held by TALF II LLC (Book Value), (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing over 1 year to 5 years (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 15 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 16 days to 90 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 91 days to 1 year (Effective 2020-06-16)",Payroll Protection Program Liquidity Facility,"Municipal notes held by Municipal Liquidity Facility LLC, Book  Value (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing over 1 year to 5 years (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 15 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 16 days to 90 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 91 days to 1 year (Effective 2020-06-10)","Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14, Through 2022-06-29)",Net portfolio holdings of Commercial Paper Funding Facility LLC,"Net portfolio holdings of Corporate Credit Facility LLC (Post 2020-05-13, Through 2022-12-28)",Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Net portfolio holdings of MS Facilities 2020 LLC (Main Street Lending Program) (Effective 2020-06-01),Net portfolio holdings of Municipal Liquidity Facility LLC (Effective 2020-05-26),Net portfolio holdings of TALF II LLC (Effective 2020-06-16),Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal"
2009-03-04,315211,0,0,0,0,0,19041,221222,0,0,0,0,0,0,8087,0,41969,0,0,66728,23557,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241296,0,0,0,0,0,493145,18708,27745,26107,0,2182,1848,11037,0,1221,6481,0,2200,0,38238,68902,18423,3905,39378,412914
2009-03-11,312461,0,0,0,0,0,18529,221160,0,0,0,0,0,0,6834,0,42775,0,0,65482,19575,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240858,0,0,0,0,0,493145,18427,27597,26178,0,2186,1835,11037,0,1059,7041,0,2200,0,44432,68958,18423,3947,39378,412914
2009-03-18,329012,0,0,0,0,0,12194,227213,0,0,0,0,0,0,7634,0,43581,0,0,64047,20075,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240713,0,0,0,0,0,468589,18439,27628,26212,0,2187,1827,11037,0,718,7693,0,2200,0,48272,236489,18423,3990,39378,412914
2009-03-25,327778,0,0,0,0,0,2426,237437,0,0,0,0,0,0,6845,0,43188,0,0,61305,20175,0,4,1,4711,0,0,0,0,0,0,0,0,0,0,0,0,241311,0,0,0,0,0,468589,18449,27645,26288,0,2187,1832,11037,0,760,9376,0,2200,0,50393,236156,18423,4032,39378,412914
2009-04-01,308792,0,0,0,0,0,15156,233041,0,0,0,0,0,0,6085,0,45967,0,0,58037,18300,0,3,1,4692,0,0,0,0,0,0,0,0,0,0,0,0,249731,0,0,0,0,0,467278,18516,27661,26336,0,2183,1837,11037,0,960,8664,0,2200,0,53616,236637,18423,4076,39378,430454
2009-04-08,313396,0,0,0,0,0,16477,233068,0,0,0,0,0,0,3664,0,45073,0,0,48335,13400,0,3,62,4692,0,0,0,0,0,0,0,0,0,0,0,0,251226,0,0,0,0,0,467277,18227,27350,26398,0,2185,1835,11037,0,1261,9485,0,2200,0,56288,236651,18423,4127,39378,446488
2009-04-15,293533,0,0,0,0,0,150928,85651,0,0,0,0,0,0,2013,0,45479,0,0,46869,10400,0,2,60,6379,0,0,0,0,0,0,0,0,0,0,0,0,238439,0,0,0,0,0,455799,18234,27412,26439,0,2187,1838,11037,0,1368,10714,0,2200,0,61441,355637,18423,4176,39473,464032
2009-04-22,282863,0,0,0,0,0,155724,84712,0,0,0,0,0,0,804,0,43986,0,0,43756,8000,0,1,62,6379,0,0,0,0,0,0,0,0,0,0,0,0,242431,0,0,0,0,0,455799,18253,27429,26481,0,2191,1870,11037,0,1147,10423,0,2200,0,64511,367590,18423,4538,40976,471032
2009-04-29,249513,0,0,0,0,0,48568,130871,0,0,0,0,0,0,3699,0,45492,0,0,45261,700,0,1,0,6379,0,0,0,0,0,0,0,0,0,0,0,0,181795,0,0,0,0,0,403573,18328,27449,26502,0,2204,1879,11037,0,1123,10564,0,2200,0,68158,366153,18423,4590,40976,485057
2009-05-06,249302,0,0,0,0,0,21335,144667,0,0,0,0,0,0,28961,0,45498,0,0,39591,600,0,3,5,6379,0,0,0,0,0,0,0,0,0,0,0,0,168480,0,0,0,0,0,403573,16143,20219,25672,0,2194,1901,11037,0,1609,10984,0,2200,0,71474,365820,18423,4620,41253,496305
2009-05-13,246838,0,0,0,0,0,24514,136088,0,0,0,0,0,0,28616,0,45704,0,0,41803,0,0,11,0,15915,0,0,0,0,0,0,0,0,0,0,0,0,163209,0,0,0,0,0,428835,16150,20305,25693,0,2194,1860,11037,0,892,12640,0,2200,0,72955,431545,18423,4645,41253,512770
2009-05-20,235112,0,0,0,0,0,21914,132422,0,0,0,0,0,0,27291,0,45110,0,0,37881,0,0,11,140,15916,0,0,0,0,0,0,0,0,0,0,0,0,157083,0,0,0,0,0,428835,16163,20365,25683,0,2196,1818,11037,0,761,10008,0,2200,0,76674,431480,18423,4671,41253,518925
2009-05-27,181647,0,0,0,0,0,16862,129642,0,0,0,0,0,0,25944,0,44116,0,0,38047,0,0,14,0,15451,0,0,0,0,0,0,0,0,0,0,0,0,149389,0,0,0,0,0,372540,16252,20379,25717,0,2198,1790,11037,0,1786,10075,0,2200,0,79753,427552,18423,4894,42803,534022
2009-06-03,175742,0,0,0,0,0,18092,121523,0,0,0,0,0,0,23635,0,43123,0,0,42086,0,0,15,0,15380,0,0,0,0,0,0,0,0,0,0,0,0,142635,0,0,0,0,0,372540,16263,20446,25831,0,2194,1785,11037,0,1687,10470,0,2200,0,81971,427633,18423,4921,42803,540022
2009-06-10,164234,0,0,0,0,0,19151,116148,0,0,0,0,0,0,20194,0,43129,0,0,35408,0,0,14,3,25243,0,0,0,0,0,0,0,0,0,0,0,0,138440,0,0,0,0,0,336566,15941,20010,25882,0,2196,1781,11037,0,928,10699,0,2200,0,86369,427416,18423,4948,42803,562516
2009-06-17,148563,0,0,0,0,0,19391,109410,0,0,0,0,0,0,18598,0,42535,0,0,36595,0,0,28,0,25216,0,0,0,0,0,0,0,0,0,0,0,0,132082,0,0,0,0,0,336566,15954,20142,25875,0,2200,1781,11037,0,1130,12036,0,2200,0,89765,455964,18423,4976,42803,572466
2009-06-24,119430,0,0,0,0,0,12524,108079,0,0,0,0,0,0,15476,0,42741,0,0,49196,0,0,50,20,25176,0,0,0,0,0,0,0,0,0,0,0,0,124032,0,0,0,0,0,282808,15961,20159,25885,0,2202,1779,11037,0,736,12020,0,2200,0,96626,467226,18423,5004,42803,586963
2009-07-01,114585,0,0,0,0,0,4983,106143,0,0,0,0,0,0,14807,0,43458,0,0,35708,0,0,74,3,25021,0,0,0,0,0,0,0,0,0,0,0,0,114693,0,0,0,0,0,282808,16061,20172,25925,0,2196,1778,11037,0,1369,11292,0,2200,0,97828,462444,18423,5032,42803,597212
2009-07-08,109144,0,0,0,0,0,5928,103307,0,0,0,0,0,0,9555,0,43464,0,0,34520,0,0,69,0,24873,0,0,0,0,0,0,0,0,0,0,0,0,112894,0,0,0,0,0,273706,15742,18779,25955,0,2199,1777,11037,0,685,12222,0,2200,0,97828,462453,18423,5063,42803,607211
2009-07-15,111641,0,0,0,0,0,74026,33277,0,0,0,0,0,0,5469,0,42871,0,0,34743,0,0,82,0,30121,0,0,0,0,0,0,0,0,0,0,0,0,111053,0,0,0,0,0,273691,15754,18814,25978,0,2201,1792,11037,0,851,12270,0,2200,0,101701,526418,18423,5095,42939,617575
2009-07-22,89582,0,0,0,0,0,81508,24501,0,0,0,0,0,0,2227,0,43277,0,0,33445,0,0,90,121,29978,0,0,0,0,0,0,0,0,0,0,0,0,109846,0,0,0,0,0,237634,15760,18837,26056,0,2211,1838,11037,0,828,13055,0,2200,0,102680,545466,18423,5291,44438,624575
2009-07-29,87738,0,0,0,0,0,14261,48946,0,0,0,0,0,0,806,0,42196,0,0,36370,0,0,94,0,30422,0,0,0,0,0,0,0,0,0,0,0,0,67300,0,0,0,0,0,237621,15144,21137,25870,0,2215,1895,11037,0,649,13195,0,2200,0,105915,542888,18423,5323,44438,627575
2009-08-05,76271,0,0,0,0,0,8085,48912,0,0,0,0,0,0,113,0,41335,0,0,33187,0,0,99,870,30132,0,0,0,0,0,0,0,0,0,0,0,0,61163,0,0,0,0,0,233598,15147,21304,25949,0,2208,1936,11037,0,1036,13890,0,2200,0,108066,542885,18423,5401,44588,636919
2009-08-12,75211,0,0,0,0,0,9831,43998,0,0,0,0,0,0,113,0,40675,0,0,38024,0,0,110,705,29557,0,0,0,0,0,0,0,0,0,0,0,0,58052,0,0,0,0,0,233598,14818,20860,25988,0,2214,1913,11037,0,763,15185,0,2200,0,110003,542885,18423,5498,44588,660465
2009-08-19,69141,0,0,0,0,0,6214,43241,0,0,0,0,0,0,113,0,39214,0,0,29942,0,0,123,620,36280,0,0,0,0,0,0,0,0,0,0,0,0,53742,0,0,0,0,0,221081,14841,20875,25982,0,2217,1907,11037,0,1013,11440,0,2200,0,111787,609531,18423,5595,44588,667481
2009-08-26,60210,0,0,0,0,0,4462,40193,0,0,0,0,0,0,79,0,39153,0,0,30458,0,0,119,595,35439,0,0,0,0,0,0,0,0,0,0,0,0,48997,0,0,0,0,0,221081,14943,20888,26014,0,2219,1915,11037,0,790,10746,0,2200,0,117392,622864,18423,5691,44588,676176
2009-09-02,63287,0,0,0,0,0,5784,37502,0,0,0,0,0,0,79,0,38792,0,0,31859,0,0,109,578,37144,0,0,0,0,0,0,0,0,0,0,0,0,47663,0,0,0,0,0,212110,14947,20935,26079,0,2214,1916,11037,0,926,10833,0,2200,0,119337,625253,18423,5755,44588,684075
2009-09-09,61607,0,0,0,0,0,3282,37971,0,0,0,0,0,0,79,0,39132,0,0,29478,0,0,107,578,37056,0,0,0,0,0,0,0,0,0,0,0,0,45667,0,0,0,0,0,212110,14637,20511,26109,0,2216,1920,11037,0,1169,11953,0,2200,0,123116,625278,18423,5737,44588,689025
2009-09-16,61101,0,0,0,0,0,1716,36815,0,0,0,0,0,0,79,0,39371,0,0,28199,0,0,118,558,43555,0,0,0,0,0,0,0,0,0,0,0,0,42974,0,0,0,0,0,196020,14649,20545,26146,0,2218,1937,11037,0,684,12034,0,2200,0,125159,685056,18423,5718,44588,691074
2009-09-23,59121,0,0,0,0,0,1156,36815,0,0,0,0,0,0,79,0,38810,0,0,28505,0,0,125,583,41879,0,0,0,0,0,0,0,0,0,0,0,0,42438,0,0,0,0,0,196020,14662,20554,26189,0,2223,1961,11037,0,888,13246,0,5200,0,129206,693595,18423,5699,44588,696923
2009-09-30,56756,0,0,0,0,0,1000,35815,0,0,0,0,0,0,79,0,38743,0,0,28226,0,0,111,463,42709,0,0,0,0,0,0,0,0,0,0,0,0,41029,0,0,0,0,0,178379,14751,20566,26261,0,2234,1981,11037,0,521,12438,0,5200,0,131176,692365,18423,5681,44588,700468
2009-10-07,49831,0,0,0,0,0,2702,34113,0,0,0,0,0,0,79,0,39882,0,0,28582,0,0,87,470,42104,0,0,0,0,0,0,0,0,0,0,0,0,41059,0,0,0,0,0,178379,14461,20166,26304,0,2221,1990,11037,0,655,13530,0,5200,0,133811,692291,18423,5706,44588,700468
2009-10-14,43627,0,0,0,0,0,31214,4600,0,0,0,0,0,0,0,0,40921,0,0,27231,0,0,87,465,43053,0,0,0,0,0,0,0,0,0,0,0,0,40098,0,0,0,0,0,155442,14466,20228,26361,0,2223,1991,11037,0,3532,15252,0,5200,0,136384,762990,18423,5732,44588,704717
2009-10-21,41637,0,0,0,0,0,32596,2517,0,0,0,0,0,0,0,0,41161,0,0,23563,0,0,74,403,42255,0,0,0,0,0,0,0,0,0,0,0,0,39429,0,0,0,0,0,155440,14476,20237,26398,0,2225,2025,11037,0,868,15072,0,5200,0,139841,776868,18423,5758,44643,704663
2009-10-28,32930,0,0,0,0,0,4884,9679,0,0,0,0,0,0,0,0,44800,0,0,22528,0,0,78,370,41403,0,0,0,0,0,0,0,0,0,0,0,0,19023,0,0,0,0,0,139245,16007,23167,26282,0,2229,2063,11037,0,712,14856,0,5200,0,141601,774066,18423,5783,44643,705713
2009-11-04,31884,0,0,0,0,0,443,9536,0,0,0,0,0,0,0,0,44539,0,0,22484,0,0,60,0,42883,0,0,0,0,0,0,0,0,0,0,0,0,14480,0,0,0,0,0,139245,16009,23233,26321,0,2224,2088,11037,0,738,15272,0,5200,0,146959,774394,18423,5798,44643,707649
2009-11-11,29088,0,0,0,0,0,157,9622,0,0,0,0,0,0,0,0,43979,0,0,19878,0,0,77,0,43835,0,0,0,0,0,0,0,0,0,0,0,0,14299,0,0,0,0,0,109456,15733,22932,26339,0,2226,2060,11037,0,771,16629,0,5200,0,149673,775573,18423,5806,44643,707649
2009-11-18,28278,0,0,0,0,0,44,10469,0,0,0,0,0,0,0,0,44918,0,0,19935,0,0,78,0,43602,0,0,0,0,0,0,0,0,0,0,0,0,15043,0,0,0,0,0,109456,15766,22951,26349,231,2228,2037,11037,0,729,12228,0,5200,0,153049,847042,18423,5813,44643,707649
2009-11-25,25811,0,0,0,0,0,1059,9440,0,0,0,0,0,0,0,0,45063,0,0,19921,0,0,58,0,44537,0,0,0,0,0,0,0,0,0,0,0,0,15046,0,0,0,0,0,101009,15845,22961,26361,266,2226,2016,11037,0,871,11867,0,5200,0,155066,852124,18423,5821,44643,707649
2009-12-02,23038,0,0,0,0,0,1029,9440,0,0,0,0,0,0,0,0,20660,0,0,19681,0,0,33,0,44443,0,0,0,0,0,0,0,0,0,0,0,0,15032,0,0,0,0,0,101009,15847,22989,26464,266,2231,2019,11037,0,742,12214,0,5200,25000,155066,852172,18423,5829,44643,707649
2009-12-09,16505,0,0,0,0,0,0,9440,0,0,0,0,0,0,0,0,21097,0,0,19094,0,0,34,208,43865,0,0,0,0,0,0,0,0,0,0,0,0,14027,0,0,0,0,0,85832,15571,22621,26491,266,2234,2037,11037,0,775,15593,0,5200,25000,156145,854313,18423,5840,44643,707649
2009-12-16,14492,0,0,0,0,0,0,9440,0,0,0,0,0,0,0,0,19933,0,0,19217,0,0,38,255,46752,0,0,0,0,0,0,0,0,0,0,0,0,14039,0,0,0,0,0,85832,15578,22642,26578,266,2239,2045,11037,0,597,15563,0,5200,25000,157685,901231,18423,5851,44643,707649
2009-12-23,10272,0,0,0,0,0,0,9440,0,0,0,0,0,0,0,0,20470,0,0,18810,0,0,36,955,47708,0,0,0,0,0,0,0,0,0,0,0,0,14055,0,0,0,0,0,75918,15581,22650,26585,298,2245,2051,11037,0,625,16630,0,5200,25000,159879,910433,18423,5862,44643,707649
2009-12-30,10272,0,0,0,0,0,0,9440,0,0,0,0,0,0,0,0,22033,0,0,19111,0,0,44,980,47532,0,0,0,0,0,0,0,0,0,0,0,0,14072,0,0,0,0,0,75918,15697,22660,26667,298,2249,2047,11037,0,519,15503,0,5200,25000,159879,908257,18423,5873,44643,707649
2010-01-06,10272,0,0,0,0,0,1000,8440,0,0,0,0,0,0,0,0,22215,0,0,19143,0,0,0,931,47533,0,0,0,0,0,0,0,0,0,0,0,0,14076,0,0,0,0,0,75918,15662,22757,26736,298,2240,2064,11037,0,1087,15446,0,5200,25106,159879,908737,18423,5881,44643,707649
2010-01-13,5895,0,0,0,0,0,8463,977,0,0,0,0,0,0,0,0,22252,0,0,15936,0,0,0,981,46591,0,0,0,0,0,0,0,0,0,0,0,0,14092,0,0,0,0,0,75918,15404,22401,26742,298,2242,2098,11037,0,717,18611,0,5200,25106,160829,968590,18423,5889,44643,707649
2010-01-20,1250,0,0,0,0,0,7463,977,0,0,0,0,0,0,0,0,23389,0,0,14930,0,0,0,968,47657,0,0,0,0,0,0,0,0,0,0,0,0,13111,0,0,0,0,0,38531,15415,22471,26758,298,2243,2150,11037,0,1074,16765,0,5200,25106,162203,970901,18423,5539,43777,708872
2010-01-27,175,0,0,0,0,0,977,2966,0,0,0,0,0,0,0,0,25825,0,0,14759,0,0,1,999,46321,0,0,0,0,0,0,0,0,0,0,0,0,8655,0,0,0,0,0,38531,15493,22482,26778,334,2245,2230,11037,0,488,16154,0,5200,25106,163673,969728,18423,5547,43777,708872
2010-02-03,100,0,0,0,0,0,977,2966,0,0,0,0,0,0,0,0,25662,0,0,14708,0,0,2,900,47029,0,0,0,0,0,0,0,0,0,0,0,0,8668,0,0,0,0,0,38531,15498,22554,26822,334,2238,2232,11037,0,708,16746,0,5200,25106,164662,970327,18423,5542,43777,708872
2010-02-10,100,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25499,0,0,14902,0,0,0,900,46403,0,0,0,0,0,0,0,0,0,0,0,0,7708,0,0,0,0,0,38531,15480,22379,27180,334,2239,2223,11037,0,646,18570,0,5200,25106,164948,976865,18423,5521,43777,708872
2010-02-17,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25535,0,0,14156,0,0,0,900,47182,0,0,0,0,0,0,0,0,0,0,0,0,7721,0,0,0,0,0,15426,15487,22392,27210,334,2241,2192,11037,0,423,12974,0,5200,25106,165587,1025541,18423,5499,43777,708872
2010-02-24,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25272,0,0,13753,0,0,2,800,46199,0,0,0,0,0,0,0,0,0,0,0,0,7734,0,0,0,0,0,15425,15492,22399,27215,372,2242,2166,11037,0,564,14713,0,5200,25106,166533,1032560,18423,5477,43777,708872
2010-03-03,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25109,0,0,13731,0,0,9,800,46349,0,0,0,0,0,0,0,0,0,0,0,0,7746,0,0,0,0,0,15425,15563,22435,27260,372,2236,2150,11037,0,414,13343,0,5200,25106,167511,1026828,18423,5481,43777,708872
2010-03-10,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,24845,0,0,13778,0,0,10,700,44458,0,0,0,0,0,0,0,0,0,0,0,0,7757,0,0,0,0,0,15425,15331,22118,27267,372,2238,2133,11037,0,373,14888,0,5200,25106,169011,1029172,18423,5519,43777,708872
2010-03-17,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,24982,0,0,11327,0,0,9,600,48187,0,0,0,0,0,0,0,0,0,0,0,0,7764,0,0,0,0,0,3410,15338,22135,27286,372,2239,2114,11037,0,414,14695,0,5200,25106,167488,1066440,18423,5557,43777,708872
2010-03-24,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25259,0,0,8955,0,0,5,600,47430,0,0,0,0,0,0,0,0,0,0,0,0,7776,0,0,0,0,0,3410,15343,22142,27317,404,2239,2098,11037,0,234,15834,0,5200,25106,167488,1073800,18423,5595,43777,708872
2010-03-31,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25377,0,0,7508,0,0,5,600,47221,0,0,0,0,0,0,0,0,0,0,0,0,7786,0,0,0,0,0,3410,15405,22150,27364,404,2241,2083,11037,0,547,14400,0,5200,25416,168988,1068697,18423,5633,43777,708872
2010-04-07,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,25388,0,0,7155,0,0,15,600,47159,0,0,0,0,0,0,0,0,0,0,0,0,7797,0,0,0,0,0,3410,15191,21913,27417,404,2237,2067,11037,0,282,16178,0,5200,25416,168988,1068736,18423,5636,43777,708872
2010-04-14,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,0,25299,0,0,6357,0,0,24,600,47044,0,0,0,0,0,0,0,0,0,0,0,0,7809,0,0,0,0,0,0,15191,22036,27522,404,2239,2067,11037,0,247,18413,0,5200,25416,168903,1101874,18423,5639,43777,708872
2010-04-21,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,0,24811,0,0,6109,0,0,27,600,46878,0,0,0,0,0,0,0,0,0,0,0,0,7821,0,0,0,0,0,0,15199,22046,27574,439,2239,2095,11037,0,255,17780,0,5200,25416,168903,1101929,18423,5143,40891,712258
2010-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26983,0,0,5509,0,0,34,500,45344,0,0,0,0,0,0,0,0,0,0,0,0,4893,0,0,0,0,0,0,16060,23590,28224,439,2238,2114,11037,0,242,16791,0,5200,25416,168903,1096416,18423,5146,40891,712258
2010-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27097,0,0,5207,0,0,37,500,44908,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16063,23665,28261,439,2234,2081,11037,0,282,18027,0,5200,25416,168112,1097415,18423,5177,41125,712023
2010-05-12,9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26382,0,0,5136,0,0,44,400,44675,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15841,23361,28262,439,2237,2065,11037,0,200,19692,0,5200,25416,168112,1098355,18423,5220,41125,712023
2010-05-19,9205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26296,0,0,4627,0,0,47,400,44491,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15847,23372,28308,439,2238,2042,11037,0,273,14644,0,5200,25416,167577,1119485,18423,5263,41125,712023
2010-05-26,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26110,0,0,4209,0,0,43,400,44175,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15910,23380,28329,478,2236,2014,11037,0,313,13636,0,5200,25416,167377,1112910,18423,5306,41125,712023
2010-06-02,6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26624,0,0,115,0,0,42,300,43955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15911,23401,28367,478,2232,1996,11037,0,492,14425,0,5200,25416,166715,1113614,18423,5342,41125,712023
2010-06-09,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26619,0,0,85,0,0,46,300,43742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15693,23166,28394,478,2233,2024,11037,0,264,16091,0,5200,25416,166715,1113675,18423,5361,41125,712023
2010-06-16,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26033,0,0,148,0,0,68,150,43469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15700,23193,28413,478,2235,2024,11037,0,339,15855,0,5200,25416,166206,1127597,18423,5380,41125,712023
2010-06-23,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25147,0,0,142,0,0,69,150,42868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15705,23199,28417,506,2236,1992,11037,0,269,17143,0,5200,25416,165614,1128661,18423,5399,41125,712023
2010-06-30,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24676,0,0,611,0,0,61,0,42477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15763,23208,28498,506,2235,1975,11037,0,314,15176,0,5200,25733,164762,1118127,18423,5417,41125,712023
2010-07-07,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24560,0,0,17,0,0,70,0,42278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15545,22925,28526,506,2230,1958,11037,0,763,16802,0,5200,25733,164762,1118290,18423,5426,41125,712023
2010-07-14,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24674,0,0,150,0,0,83,0,41665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15549,22967,28562,506,2231,1988,11037,0,407,18173,0,5200,25733,162111,1128560,18423,5434,41125,712023
2010-07-21,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23888,0,0,49,0,0,80,5,41529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15556,22980,28570,540,2231,2033,11037,0,405,17324,0,5200,25733,159381,1124590,18423,5442,41129,712020
2010-07-28,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23449,0,0,26,0,0,80,0,40617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16170,23540,29417,540,2231,2078,11037,0,455,16823,0,5200,25733,159381,1117474,18423,5450,41129,712020
2010-08-04,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23661,0,0,62,0,0,83,0,39960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16174,23581,29451,540,2224,2065,11037,0,407,17942,0,5200,25733,159381,1117734,18423,5448,41129,712020
2010-08-11,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23674,0,0,1,0,0,80,0,38470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15961,23299,29469,540,2226,2065,11037,0,288,19628,0,5200,25733,159381,1119459,18423,5437,41129,712020
2010-08-18,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23487,0,0,57,0,0,89,0,38288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15967,23324,28981,540,2227,2061,11037,0,373,13480,0,5200,25733,157211,1113017,18423,5427,41129,714571
