date,Central bank liquidity swaps,Corporate Credit Facility LLC,Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Credit extended to American International Group, Inc., Net",Money Market Mutual Fund Liquidity Facility (Post 2020-03-18),Other credit extensions,Payroll Protection Program Liquidity Facility,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),Primary dealer credit facility (Post 2020-03-17),Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,Net portfolio holdings of Commercial Paper Funding Facility LLC,Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Foreign currency denominated assets,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14),"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal",Unamortized discounts on securities held outright,Unamortized premiums on securities held outright
2012-06-06,22268,0,0,0,0,0,0,10,0,0,39,0,5421,0,0,0,19,15297,3883,841,25226,2361,2135,11037,0,262,0,17923,0,5200,0,93252,851759,18423,9720,67654,1568495,-2268,133126
2012-06-13,23314,0,0,0,0,0,0,4,0,0,51,0,5320,0,0,0,19,15478,3880,841,25259,2362,2136,11037,0,200,0,19690,0,5200,0,93252,867934,18423,9547,66570,1565618,-2257,135254
2012-06-20,24215,0,0,0,0,0,0,106,0,0,66,0,5251,0,0,0,18,12255,2483,841,25348,2363,2136,11037,0,293,0,20090,0,5200,0,91484,868038,18423,9780,67915,1567459,-2193,138313
2012-06-27,27059,0,0,0,0,0,0,18,0,0,66,0,4773,0,0,0,18,12590,2423,845,25044,2364,2135,11037,0,224,0,20318,0,5200,0,91484,854979,18423,9835,67915,1570357,-2151,138649
2012-07-04,27969,0,0,0,0,0,0,2,0,0,74,0,4506,0,0,0,18,12946,2417,845,25232,2357,2105,11037,0,371,0,20707,0,5200,0,91484,855030,18423,9847,67915,1570190,-2127,139413
2012-07-11,29708,0,0,0,0,0,0,10,0,0,81,0,4499,0,0,0,18,12987,2423,845,24838,2358,2097,11037,0,176,0,22590,0,5200,0,91484,855054,14641,9978,69237,1568781,-2107,140395
2012-07-18,30552,0,0,0,0,0,0,23,0,0,107,0,4438,0,0,0,18,6164,2028,845,24995,2359,2103,11037,0,213,0,22745,0,5200,0,91029,863015,8356,9914,69086,1561338,-2068,142374
2012-07-25,27232,0,0,0,0,0,0,2,0,0,121,0,3570,0,0,0,61,7155,2081,848,24945,2360,2110,11037,0,196,0,22661,0,5200,0,91029,853362,5938,9894,69086,1566515,-2043,143445
2012-08-01,31022,0,0,0,0,0,0,4,0,0,131,1,3517,0,0,0,61,7377,2085,848,25131,2352,2120,11037,0,348,0,23396,0,5200,0,91029,853478,0,9872,69086,1570336,-1979,144732
2012-08-08,30022,0,0,0,0,0,0,1,0,0,139,0,3492,0,0,0,61,7411,2085,848,25166,2353,2131,11037,0,114,0,25257,600,5200,0,91029,853493,0,9846,69086,1573484,-1975,145357
2012-08-15,30005,0,0,0,0,0,0,16,0,0,146,0,3445,0,0,0,61,1465,1868,848,25018,2354,2143,11037,0,182,0,14408,0,5200,0,89101,854155,0,10018,70435,1565907,-1931,147492
2012-08-22,26484,0,0,0,0,0,0,9,0,0,143,0,2696,0,0,0,61,1554,1869,851,25173,2356,2158,11037,0,211,0,16079,0,5200,0,87210,859310,0,9991,70435,1556726,-1916,148088
2012-08-29,25683,0,0,0,0,0,0,51,0,0,146,0,2222,0,0,0,61,1585,1908,851,25316,2357,2150,11037,0,258,0,16149,0,5200,0,87210,843597,0,9965,70435,1559014,-1832,149638
2012-09-05,23442,0,0,0,0,0,0,255,0,0,121,0,2121,0,0,0,61,1585,1915,851,25447,2349,2135,11037,0,321,0,16826,0,5200,0,87210,843710,0,9935,70435,1568492,-1819,150654
2012-09-12,19446,0,0,0,0,0,0,70,0,0,118,0,1679,0,0,0,61,1585,1918,851,25835,2349,2157,11037,0,199,0,18641,0,5200,0,87210,843730,0,10027,71784,1569040,-1766,152333
2012-09-19,14742,0,0,0,0,0,0,28,0,0,116,0,1679,0,0,0,61,1585,1739,851,25940,2351,2177,11037,0,200,0,19115,0,5200,0,87098,850142,0,9996,71784,1564318,-1774,153252
2012-09-26,14693,0,0,0,0,0,0,95,0,0,124,0,1513,0,0,0,61,25,1720,853,25808,2350,2183,11037,0,248,0,19173,0,5200,0,83405,834979,0,9965,71784,1566654,-1730,154427
2012-10-03,12551,0,0,0,0,0,0,17,0,0,89,0,1467,0,0,0,61,23,1731,853,25752,2344,2180,11037,0,338,0,19913,0,5200,0,83405,834992,0,9991,71784,1571169,-1685,155410
2012-10-10,12951,0,0,0,0,0,0,29,0,0,76,0,1454,0,0,0,61,23,1732,853,25779,2345,2174,11037,0,430,0,21819,0,5200,0,82746,835005,0,10094,71784,1571859,-1682,156085
2012-10-17,12877,0,0,0,0,0,0,1,0,0,52,0,1421,0,0,0,61,23,1554,853,25973,2347,2172,11037,0,256,0,22182,0,5200,0,82746,862304,0,10354,73034,1575696,-1662,158555
2012-10-24,12177,0,0,0,0,0,0,4,0,0,46,0,1262,0,0,0,61,23,1559,855,25613,2350,2167,11037,0,291,0,23656,0,5200,0,82746,868069,0,10269,71944,1564312,-1650,159065
2012-10-31,12903,0,0,0,0,0,0,37,0,0,48,0,1177,0,0,0,61,23,1572,855,25620,2353,2154,11037,0,128,0,22718,0,5200,0,81902,852039,0,10371,71944,1563019,-1614,159592
2012-11-07,12465,0,0,0,0,0,0,6,0,0,48,0,1113,0,0,0,61,23,1572,855,25413,2343,2153,11037,0,129,0,24608,0,5200,0,81902,852063,0,10457,71944,1568888,-1617,160131
2012-11-14,12121,0,0,0,0,0,0,12,0,0,39,0,966,0,0,0,61,23,1573,855,25343,2345,2144,11037,0,177,0,26524,0,5200,0,81902,889020,0,10676,73344,1572814,-1599,162671
2012-11-21,12252,0,0,0,0,0,0,0,0,0,23,0,958,0,0,0,61,22,1438,856,25123,2346,2101,11037,0,199,0,16642,0,5200,0,79283,900583,0,10775,73344,1566370,-1574,164124
2012-11-28,12212,0,0,0,0,0,0,56,0,0,26,0,937,0,0,0,61,22,1434,856,25313,2344,2097,11037,0,125,0,16742,0,5200,0,79283,883539,0,10850,73344,1562452,-1535,164969
2012-12-05,12181,0,0,0,0,0,0,2,0,0,20,0,937,0,0,0,61,22,1434,856,25404,2334,2115,11037,0,117,0,17201,0,5200,0,79283,883646,0,10870,73344,1569379,-1533,165898
2012-12-12,12368,0,0,0,0,0,0,5,0,0,19,0,803,0,0,0,61,22,1434,856,25269,2335,2126,11037,0,111,0,19128,0,5200,0,79283,928801,0,10953,74740,1575114,-1529,169123
2012-12-19,11549,0,0,0,0,0,0,34,0,0,26,0,803,0,0,0,61,22,1431,856,25348,2337,2126,11037,0,133,0,19795,0,5200,0,79283,933391,0,10945,74740,1573166,-1545,169493
2012-12-26,8889,0,0,0,0,0,0,26,0,0,30,0,558,0,0,0,61,22,1412,856,25149,2339,2114,11037,0,146,0,20005,0,5200,0,76783,926558,0,10938,74740,1571252,-1559,170744
2013-01-02,8889,0,0,0,0,0,0,29,0,0,3,0,556,0,0,0,61,22,1413,856,25002,2331,2103,11037,0,187,0,20592,0,5200,0,76783,926691,0,10906,74740,1580472,-1564,170880
2013-01-09,8991,0,0,0,0,0,0,0,0,0,3,0,556,0,0,0,61,22,1414,856,24710,2332,2120,11037,0,152,0,22559,0,5200,0,76361,926712,0,10815,74740,1590752,-1598,170933
2013-01-16,8070,0,0,0,0,0,0,15,0,0,3,0,556,0,0,0,61,22,1416,856,24868,2332,2152,11037,0,173,0,23365,0,5200,0,75111,947608,0,10723,74740,1603423,-1600,173681
2013-01-23,8071,0,0,0,0,0,0,13,0,0,3,0,550,0,0,0,61,22,1417,857,24897,2333,2170,11037,0,280,0,24600,0,5200,0,75111,983174,0,10742,76130,1609819,-1636,176846
2013-01-30,8030,0,0,0,0,0,0,28,0,0,3,0,547,0,0,0,61,22,1400,857,24873,2335,2196,11037,0,117,0,25160,0,5200,0,75111,965784,0,10649,76130,1623279,-1666,177551
2013-02-06,5192,0,0,0,0,0,0,13,0,0,1,0,496,0,0,0,61,22,1405,507,24563,2306,2214,11037,0,610,0,26165,0,5200,0,75111,965883,0,10585,76130,1630467,-1676,178684
2013-02-13,5193,0,0,0,0,0,0,9,0,0,1,0,439,0,0,0,61,22,1401,507,24496,2307,2224,11037,0,566,0,28222,0,5200,0,74613,1009666,0,10581,77499,1640398,-1676,181461
2013-02-20,5192,0,0,0,0,0,0,8,0,0,1,0,439,0,0,0,61,22,1400,507,24378,2308,2206,11037,0,573,0,16099,0,5200,0,74613,1032712,0,10521,77499,1648436,-1652,183590
2013-02-27,4194,0,0,0,0,0,0,10,0,0,1,0,388,0,0,0,61,22,1399,507,24292,2310,2186,11037,0,574,0,16597,0,5200,0,73588,1015914,0,10462,77499,1661584,-1668,184443
2013-03-06,8343,0,0,0,0,0,0,14,0,0,0,0,386,0,0,0,62,22,1394,399,23981,2300,2166,11037,0,634,0,17676,0,5200,0,73588,1015943,0,10504,77499,1673761,-1638,185533
2013-03-13,7988,0,0,0,0,0,0,11,0,0,0,0,386,0,0,0,64,22,1402,399,23695,2302,2149,11037,0,574,0,19682,0,5200,0,73588,1060869,0,10742,78879,1680366,-1677,187718
2013-03-20,7965,0,0,0,0,0,0,5,0,0,0,0,386,0,0,0,64,22,1401,399,23746,2303,2120,11037,0,497,0,20518,0,5200,0,72423,1085507,0,10802,78879,1694972,-1666,190307
2013-03-27,8265,0,0,0,0,0,0,4,0,0,0,0,382,0,0,0,64,22,1403,399,23683,2303,2108,11037,0,125,0,20539,0,5200,0,72423,1070932,0,10862,78879,1704719,-1671,190579
2013-04-03,8056,0,0,0,0,0,0,6,0,0,6,0,382,0,0,0,64,22,1402,399,23908,2297,2097,11037,0,127,0,21495,0,5200,0,72423,1070974,0,10969,78879,1715791,-1640,191539
2013-04-10,8751,0,0,0,0,0,0,49,0,0,9,0,382,0,0,0,64,22,1403,392,23471,2297,2081,11037,0,108,0,23689,0,5200,0,72053,1071084,0,11541,80278,1722664,-1651,192839
2013-04-17,7552,0,0,0,0,0,0,12,0,0,10,0,382,0,0,0,64,22,1406,392,23641,2300,2069,11037,0,124,0,24675,0,5200,0,72053,1126119,0,11716,80277,1733049,-1664,194674
2013-04-24,7552,0,0,0,0,0,0,20,0,0,20,0,377,0,0,0,64,22,1424,393,23427,2301,2047,11037,0,134,0,25910,0,5200,0,72053,1136007,0,11891,80277,1744060,-1662,196094
2013-05-01,8576,0,0,0,0,0,0,15,0,0,26,0,377,0,0,0,64,22,1428,393,23850,2296,2039,11037,0,591,0,25014,0,5200,0,72053,1121535,0,12048,80277,1755658,-1649,196344
2013-05-08,7276,0,0,0,0,0,0,3,0,0,38,0,377,0,0,0,64,22,1430,388,23672,2296,2032,11037,0,500,0,27145,0,5200,0,72053,1121552,0,12103,80277,1761954,-1657,196853
2013-05-15,7276,0,0,0,0,0,0,9,0,0,40,0,377,0,0,0,64,22,1429,388,23003,2297,2021,11037,0,497,0,16173,0,5200,0,72053,1150494,0,12513,81646,1770349,-1672,199053
2013-05-22,7277,0,0,0,0,0,0,16,0,0,51,0,321,0,0,0,64,22,1429,388,22917,2302,2001,11037,0,435,0,17854,0,5200,0,72053,1178785,0,12569,81646,1782939,-1694,201100
2013-05-29,1771,0,0,0,0,0,0,47,0,0,49,0,321,0,0,0,64,22,1424,388,23238,2304,1966,11037,0,515,0,18299,0,5200,0,70890,1164934,0,12624,81646,1789288,-1724,200824
2013-06-05,1771,0,0,0,0,0,0,8,0,0,49,0,271,0,0,0,64,22,1424,388,23558,2297,1968,11037,0,87,0,19129,0,5200,0,70890,1164991,0,12624,81646,1803740,-1902,200922
2013-06-12,1771,0,0,0,0,0,0,53,0,0,56,0,271,0,0,0,64,22,1425,281,24222,2299,1979,11037,0,92,0,21231,0,5200,0,70890,1165008,0,12636,83026,1810417,-2062,200925
2013-06-19,1772,0,0,0,0,0,0,27,0,0,68,0,269,0,0,0,64,22,1419,281,24292,2299,1985,11037,0,115,0,22142,0,5200,0,70658,1208981,0,12612,83026,1823067,-2123,203318
2013-06-26,1480,0,0,0,0,0,0,29,0,0,97,0,258,0,0,0,64,22,1418,281,23642,2299,1980,11037,0,108,0,22105,0,5200,0,70658,1208116,0,12589,83026,1832800,-2320,203783
2013-07-03,1679,0,0,0,0,0,0,15,0,0,91,0,258,0,0,0,64,22,1414,281,23414,2291,1962,11037,0,104,0,23456,0,5200,0,69180,1208136,0,12598,83026,1847054,-2415,203877
2013-07-10,1479,0,0,0,0,0,0,25,0,0,93,0,251,0,0,0,64,22,1415,268,23216,2294,1968,11037,0,95,0,25363,0,5200,0,69180,1208152,0,12631,83026,1856872,-2511,203957
2013-07-17,1479,0,0,0,0,0,0,17,0,0,107,0,240,0,0,0,64,22,1414,268,23524,2294,1978,11037,0,110,0,25783,0,5200,0,66521,1234537,0,12860,84406,1864405,-2913,204508
2013-07-24,1480,0,0,0,0,0,0,2,0,0,126,0,215,0,0,0,64,22,1414,268,23623,2296,1973,11037,0,91,0,27624,0,5200,0,66521,1260928,0,12899,84406,1872698,-3031,204717
2013-07-31,1479,0,0,0,0,0,0,8,0,0,128,0,185,0,0,0,64,22,1488,268,23872,2296,1969,11037,0,105,0,26905,0,5200,0,66521,1246964,0,12938,84406,1885063,-3222,204101
2013-08-07,1479,0,0,0,0,0,0,6,0,0,128,0,185,0,0,0,64,22,1490,195,24073,2289,1981,11037,0,680,0,29100,0,5200,0,66521,1246964,0,12991,84406,1895978,-3322,203894
2013-08-14,1479,0,0,0,0,0,0,32,0,0,147,0,185,0,0,0,64,22,1486,195,23853,2289,1989,11037,0,108,0,31431,0,5200,0,65713,1299831,0,13074,85819,1902201,-3900,204069
2013-08-21,317,0,0,0,0,0,0,25,0,0,151,0,102,0,0,0,64,22,1491,195,24025,2290,1997,11037,0,108,0,17841,0,5200,0,65713,1303189,0,13128,85819,1913222,-4368,204100
2013-08-28,321,0,0,0,0,0,0,29,0,0,155,0,102,0,0,0,64,22,1491,195,23982,2291,1992,11037,0,86,0,18217,0,5200,0,65713,1291341,0,13181,85819,1924609,-4899,203509
2013-09-04,317,0,0,0,0,0,0,28,0,0,148,0,102,0,0,0,64,22,1492,195,23673,2283,1983,11037,0,157,0,19139,0,5200,0,65713,1291395,0,13209,85819,1934262,-5365,203308
2013-09-11,320,0,0,0,0,0,0,22,0,0,154,0,102,0,0,0,64,22,1498,112,23726,2284,1992,11037,0,125,0,21376,0,5200,0,64216,1291478,0,13312,87209,1940567,-5867,203087
2013-09-18,262,0,0,0,0,0,0,51,0,0,149,0,102,0,0,0,64,22,1496,112,23880,2286,2001,11037,0,124,0,22288,0,5200,0,63652,1339771,0,13321,87209,1951525,-6439,204077
2013-09-25,263,0,0,0,0,0,0,14,0,0,153,0,101,0,0,0,64,22,1493,112,24122,2290,1999,11037,0,93,0,22234,0,5200,0,63652,1342004,0,13330,87209,1961465,-6922,204083
2013-10-02,511,0,0,0,0,0,0,21,0,0,133,0,101,0,0,0,64,22,1493,112,24384,2283,2005,11037,0,86,0,23311,0,5200,0,60652,1342133,0,13345,87209,1976374,-7275,204187
2013-10-09,186,0,0,0,0,0,0,13,0,0,132,0,101,0,0,0,64,22,1493,111,24237,2284,2000,11037,0,151,0,25678,0,5200,0,60652,1342159,0,13372,87209,1986161,-7636,204039
2013-10-16,272,0,0,0,0,0,0,26,0,0,126,0,101,0,0,0,64,22,1493,111,24051,2285,1985,11037,0,101,0,26443,0,5200,0,60165,1387748,0,13522,88589,1992923,-7888,205223
2013-10-23,272,0,0,0,0,0,0,13,0,0,126,0,100,0,0,0,64,22,1495,111,24531,2288,1974,11037,0,93,0,28146,0,5200,0,59080,1400671,0,13549,88589,2004336,-8268,205606
2013-10-30,272,0,0,0,0,0,0,1,0,0,111,0,100,0,0,0,64,22,1515,111,24432,2298,1973,11037,0,101,0,28574,0,5200,0,59080,1393687,0,13577,88589,2015584,-8415,205484
2013-11-06,272,0,0,0,0,0,0,2,0,0,79,0,100,0,0,0,64,22,1516,110,24129,2284,1971,11037,0,92,0,29428,0,5200,0,59080,1393694,0,13605,88589,2023358,-8689,205680
2013-11-13,272,0,0,0,0,0,0,6,0,0,72,0,100,0,0,0,64,22,1517,110,23983,2286,1967,11037,0,125,0,31881,0,5200,0,59080,1434553,0,13633,88589,2034815,-9034,207149
2013-11-20,273,0,0,0,0,0,0,3,0,0,64,0,100,0,0,0,63,22,1517,110,23913,2288,1961,11037,0,86,0,19124,0,5200,0,58372,1433886,0,13713,89979,2047265,-9766,207412
2013-11-27,272,0,0,0,0,0,0,12,0,0,62,0,98,0,0,0,63,22,1517,110,23844,2294,1926,11037,0,89,0,19966,0,5200,0,58372,1439854,0,13745,89979,2059942,-10214,207686
2013-12-04,272,0,0,0,0,0,0,3,0,0,60,0,98,0,0,0,63,22,1519,110,23806,2284,1926,11037,0,95,0,20753,0,5200,0,58372,1439864,0,13719,89979,2066090,-10412,207768
2013-12-11,272,0,0,0,0,0,0,13,0,0,62,0,98,0,0,0,63,22,1520,109,24079,2284,1947,11037,0,94,0,23344,0,5200,0,57221,1482966,0,13700,91379,2080640,-11111,209015
2013-12-18,273,0,0,0,0,0,0,15,0,0,67,0,98,0,0,0,63,22,1519,109,23976,2287,1964,11037,0,99,0,24243,0,5200,0,57221,1485407,0,13639,91379,2092274,-11711,208882
2013-12-25,273,0,0,0,0,0,0,25,0,0,70,0,97,0,0,0,63,22,1541,109,23786,2290,1963,11037,0,161,0,26216,0,5200,0,57221,1496943,0,13578,91379,2103872,-12372,209102
2014-01-01,272,0,0,0,0,0,0,26,0,0,48,0,97,0,0,0,63,22,1541,109,23821,2289,1955,11037,0,165,0,24579,0,5200,0,57221,1490162,0,13525,91379,2103871,-12352,208610
2014-01-08,259,0,0,0,0,0,0,5,0,0,19,0,97,0,0,0,63,22,1541,107,23641,2286,1969,11037,0,132,0,27451,0,5200,0,55657,1490167,0,13470,91379,2108075,-12642,208249
2014-01-15,259,0,0,0,0,0,0,1,0,0,17,0,97,0,0,0,63,22,1543,107,23700,2286,1987,11037,0,105,0,28027,0,5200,0,54911,1525204,0,13444,92615,2114894,-13059,209068
2014-01-22,260,0,0,0,0,0,0,7,0,0,17,0,96,0,0,0,63,22,1546,108,23643,2286,2000,11037,0,200,0,29917,0,5200,0,54911,1539467,0,13395,92615,2125420,-13521,209225
2014-01-29,261,0,0,0,0,0,0,13,0,0,18,0,96,0,0,0,63,22,1579,108,23961,2286,2019,11037,0,144,0,30326,0,5200,0,54911,1532224,0,13346,92615,2137215,-14086,208782
2014-02-05,359,0,0,0,0,0,0,6,0,0,1,0,96,0,0,0,63,22,1579,108,23880,2280,2037,11037,0,125,0,31633,0,5200,0,51411,1532231,0,13331,92615,2147028,-14389,208632
2014-02-12,360,0,0,0,0,0,0,0,0,0,4,0,96,0,0,0,63,22,1579,106,23862,2279,2051,11037,0,77,0,34217,0,5200,0,51411,1532242,0,13347,93583,2154170,-14768,208533
2014-02-19,360,0,0,0,0,0,0,2,0,0,3,0,96,0,0,0,63,22,1580,106,24065,2282,2039,11037,0,117,0,19990,0,5200,0,51411,1568686,0,13344,93583,2160945,-15148,209440
2014-02-26,360,0,0,0,0,0,0,2,0,0,3,0,95,0,0,0,63,22,1581,106,23959,2283,2020,11037,0,108,0,19665,0,5200,0,51411,1570067,0,13342,93583,2171331,-15577,209312
2014-03-05,458,0,0,0,0,0,0,5,0,0,1,0,95,0,0,0,63,22,1581,106,24036,2274,1989,11037,0,99,0,21649,0,5200,0,51411,1570119,0,13406,93608,2181439,-15951,209115
2014-03-12,457,0,0,0,0,0,0,4,0,0,6,0,95,0,0,0,63,22,1585,105,24186,2275,1967,11037,0,91,0,24275,0,5200,0,51411,1570129,0,13495,93608,2188835,-16282,208797
2014-03-19,458,0,0,0,0,0,0,20,0,0,8,0,95,0,0,0,63,22,1585,105,24301,2276,1953,11037,0,85,0,25250,0,5200,0,47343,1602984,0,13805,94565,2197425,-16456,209957
2014-03-26,459,0,0,0,0,0,0,13,0,0,10,0,82,0,0,0,63,22,1585,105,24101,2276,1938,11037,0,91,0,24841,0,5200,0,47343,1603104,0,13896,94565,2203078,-16783,209946
2014-04-02,407,0,0,0,0,0,0,0,0,0,15,0,82,0,0,0,63,22,1584,105,24013,2269,1939,11037,0,125,0,25985,0,5200,0,47343,1603108,0,13987,94565,2212100,-17157,209648
2014-04-09,407,0,0,0,0,0,0,1,0,0,16,0,82,0,0,0,63,22,1585,92,24176,2269,1929,11037,0,98,0,28528,0,5200,0,47343,1603108,0,14211,95389,2216485,-17344,209489
2014-04-16,407,0,0,0,0,0,0,7,0,0,15,0,82,0,0,0,63,22,1586,92,24143,2271,1923,11037,0,109,0,29180,0,5200,0,46594,1632629,0,14305,95389,2226297,-17504,210119
2014-04-23,407,0,0,0,0,0,0,5,0,0,20,0,81,0,0,0,63,22,1585,92,24140,2272,1903,11037,0,91,0,31105,0,5200,0,44965,1639134,0,14399,95389,2231979,-17626,210075
2014-04-30,300,0,0,0,0,0,0,13,0,0,27,0,81,0,0,0,63,22,1654,92,24225,2274,1897,11037,0,92,0,29917,0,5200,0,44965,1631875,0,14494,95389,2240389,-17703,209747
2014-05-07,300,0,0,0,0,0,0,38,0,0,40,0,81,0,0,0,63,22,1654,91,24305,2266,1901,11037,0,75,0,32607,0,5200,0,44965,1631875,0,14654,95389,2244873,-17785,209492
2014-05-14,300,0,0,0,0,0,0,3,0,0,45,0,81,0,0,0,63,22,1656,91,24087,2267,1916,11037,0,81,0,35332,0,5200,0,44965,1656030,0,14888,96068,2250372,-17864,210009
2014-05-21,300,0,0,0,0,0,0,21,0,0,47,0,79,0,0,0,63,22,1656,91,24050,2269,1894,11037,0,89,0,21566,0,5200,0,44082,1655815,0,15049,96068,2256119,-17893,209935
2014-05-28,174,0,0,0,0,0,0,4,0,0,54,0,79,0,0,0,63,22,1656,91,23954,2271,1864,11037,0,129,0,21813,0,5200,0,44082,1647982,0,15210,96068,2259446,-17958,209412
2014-06-04,174,0,0,0,0,0,0,3,0,0,81,0,79,0,0,0,63,22,1654,91,23901,2261,1858,11037,0,85,0,22961,0,5200,0,44082,1647983,0,15328,96068,2266790,-18114,209310
2014-06-11,174,0,0,0,0,0,0,16,0,0,88,0,79,0,0,0,63,22,1654,90,23874,2262,1880,11037,0,84,0,25663,0,5200,0,44082,1648003,0,15414,96068,2274320,-18269,209101
2014-06-18,176,0,0,0,0,0,0,9,0,0,110,0,50,0,0,0,63,22,1654,90,23894,2263,1896,11037,0,106,0,26621,0,5200,0,43659,1668386,0,15628,96771,2279078,-18343,209801
2014-06-25,124,0,0,0,0,0,0,83,0,0,141,0,49,0,0,0,63,22,1654,90,24010,2263,1893,11037,0,66,0,26093,0,5200,0,43659,1663897,0,15715,96771,2284487,-18433,209464
2014-07-02,124,0,0,0,0,0,0,5,0,0,141,0,49,0,0,0,63,22,1655,90,24107,2261,1876,11037,0,95,0,27379,0,5200,0,43659,1663901,0,15802,96771,2292004,-18523,209315
2014-07-09,124,0,0,0,0,0,0,0,0,0,157,0,49,0,0,0,63,22,1655,60,24009,2261,1878,11037,0,98,0,30108,0,5200,0,43659,1663901,0,15890,96771,2295845,-18544,209158
2014-07-16,124,0,0,0,0,0,0,11,0,0,176,0,49,0,0,0,63,22,1662,60,23902,2262,1896,11037,0,75,0,30735,0,5200,0,42650,1676976,0,16034,97327,2296978,-18560,209521
2014-07-23,77,0,0,0,0,0,0,11,0,0,199,0,49,0,0,0,63,22,1654,60,23846,2263,1917,11037,0,67,0,32693,0,5200,0,42650,1684265,0,16123,97327,2300166,-18542,209601
2014-07-30,75,0,0,0,0,0,0,25,0,0,197,0,34,0,0,0,63,22,1660,60,23632,2272,1917,11037,0,75,0,32968,0,5200,0,42127,1674363,0,16212,97327,2306746,-18615,209240
2014-08-06,75,0,0,0,0,0,0,1,0,0,231,0,34,0,0,0,63,22,1669,44,23657,2257,1918,11037,0,80,0,34237,0,5200,0,42127,1674363,0,16266,97332,2308968,-18647,209177
2014-08-13,75,0,0,0,0,0,0,7,0,0,233,0,34,0,0,0,63,22,1669,44,23660,2261,1929,11037,0,81,0,36959,0,5200,0,41562,1688571,0,16314,97332,2314001,-18692,209562
2014-08-20,75,0,0,0,0,0,0,22,0,0,236,0,34,0,0,0,63,22,1668,44,23493,2264,1936,11037,0,73,0,21070,0,5200,0,41562,1681901,0,16470,97755,2317170,-18673,209502
2014-08-27,77,0,0,0,0,0,0,56,0,0,245,0,34,0,0,0,63,22,1668,44,23341,2268,1933,11037,0,69,0,21254,0,5200,0,41562,1678312,0,16518,97755,2321659,-18689,209308
2014-09-03,76,0,0,0,0,0,0,95,0,0,234,0,34,0,0,0,63,22,1664,44,23205,2255,1922,11037,0,116,0,22391,0,5200,0,41562,1678316,0,16541,97755,2322690,-18673,209039
2014-09-10,77,0,0,0,0,0,0,53,0,0,266,0,34,0,0,0,63,22,1665,44,22801,2255,1930,11037,0,94,0,25095,0,5200,0,41562,1678322,0,16531,97755,2326351,-18654,208907
2014-09-17,75,0,0,0,0,0,0,18,0,0,266,0,34,0,0,0,0,0,1664,44,22790,2259,1933,11037,0,84,0,26115,0,5200,0,40006,1700497,0,16581,98188,2331803,-18700,209694
2014-09-24,23,0,0,0,0,0,0,31,0,0,268,0,32,0,0,0,0,0,1664,44,22500,2260,1935,11037,0,79,0,28060,0,5200,0,40006,1706282,0,16570,98188,2333867,-18705,209711
2014-10-01,240,0,0,0,0,0,0,4,0,0,210,0,14,0,0,0,0,0,1664,44,22286,2257,1928,11037,0,90,0,26706,0,5200,0,40006,1696424,0,16555,98188,2336994,-18758,209173
2014-10-08,0,0,0,0,0,0,0,7,0,0,200,0,14,0,0,0,0,0,1671,24,22428,2258,1917,11037,0,78,0,29440,0,5200,0,40006,1696426,0,16528,98469,2339461,-18757,208999
2014-10-15,0,0,0,0,0,0,0,3,0,0,217,0,14,0,0,0,0,0,1674,24,22724,2259,1899,11037,0,102,0,30024,0,5200,0,39700,1713478,0,16484,98469,2340392,-18719,209379
2014-10-22,0,0,0,0,0,0,0,24,0,0,201,0,14,0,0,0,0,0,1671,24,22490,2263,1891,11037,0,71,0,31942,0,5200,0,39700,1715445,0,16441,98469,2344287,-18726,209172
2014-10-29,0,0,0,0,0,0,0,28,0,0,178,0,0,0,0,0,0,0,1679,24,22542,2268,1914,11037,0,71,0,32199,0,5200,0,39700,1717888,0,16398,98469,2346714,-18694,209140
2014-11-05,1,0,0,0,0,0,0,19,0,0,127,0,0,0,0,0,0,0,1679,24,21755,2260,1883,11037,0,75,0,33242,0,5200,0,39700,1717896,0,16400,98469,2346713,-18662,208770
2014-11-12,0,0,0,0,0,0,0,15,0,0,116,0,0,0,0,0,0,0,1679,0,21664,2261,1883,11037,0,123,0,35928,0,5200,0,39700,1717896,0,16420,98469,2346713,-18632,208425
2014-11-19,0,0,0,0,0,0,0,14,0,0,117,0,0,0,0,0,0,0,1681,0,21609,2265,1859,11037,0,91,0,22617,0,5200,0,39700,1734889,0,16440,98469,2346713,-18597,208656
2014-11-26,1,0,0,0,0,0,0,3,0,0,108,0,0,0,0,0,0,0,1681,0,21568,2265,1841,11037,0,88,0,22449,0,5200,0,38677,1729790,0,16463,98469,2346713,-18555,208133
